,assigned_phase,gene_biotype,gene_symbol,curated,mean_loading,mean_correlation,mean_peaktime,rank
ENSG00000066279,not_assigned,protein_coding,ASPM,automatic,4.0052000997378405,0.9144333166164128,22.47047047047047,63
ENSG00000068489,G2/M,protein_coding,PRR11,automatic,2.9062639811286073,0.914086175099,22.182182182182185,64
ENSG00000163950,not_assigned,protein_coding,SLBP,automatic,2.618873137207849,0.9133887179320475,14.998998998999,65
ENSG00000154473,not_assigned,protein_coding,BUB3,automatic,2.6183984492497996,0.9133722012918124,21.381381381381384,66
ENSG00000178999,not_assigned,protein_coding,AURKB,automatic,4.611604334590351,0.9060295088961251,22.142142142142145,67
ENSG00000112118,not_assigned,protein_coding,MCM3,automatic,3.1642718621938144,0.9053219504964077,14.910910910910909,68
ENSG00000111665,G2/M,protein_coding,CDCA3,automatic,3.465847141763229,0.9052822727869181,22.214214214214213,69
ENSG00000094916,not_assigned,protein_coding,CBX5,automatic,2.8254972094393476,0.9052768715393499,19.09109109109109,70
ENSG00000131153,not_assigned,protein_coding,GINS2,automatic,3.1911896648342353,0.9036443121939461,15.75975975975976,71
ENSG00000131470,not_assigned,protein_coding,PSMC3IP,automatic,2.1307579851889638,0.9025398511026074,14.734734734734735,72
ENSG00000204356,not_assigned,protein_coding,NELFE,automatic,1.703634765343139,0.9017977904218811,21.805805805805807,73
ENSG00000116489,not_assigned,protein_coding,CAPZA1,automatic,1.4342994572413608,0.9010183078035542,21.093093093093092,74
ENSG00000168078,not_assigned,protein_coding,PBK,automatic,2.8732580529877993,0.8994906608230169,21.58958958958959,75
ENSG00000166803,not_assigned,protein_coding,PCLAF,automatic,4.014870960044279,0.8986729604485134,14.630630630630629,76
ENSG00000131747,not_assigned,protein_coding,TOP2A,automatic,6.544024273113103,0.8977486853535251,21.685685685685684,77
ENSG00000006634,not_assigned,protein_coding,DBF4,automatic,2.3789380290338755,0.8974032099392781,21.773773773773772,78
ENSG00000117650,not_assigned,protein_coding,NEK2,automatic,3.9078576129887126,0.8972221432423196,22.382382382382385,79
ENSG00000092470,not_assigned,protein_coding,WDR76,automatic,3.2800352470084957,0.8948704443592771,14.574574574574575,80
ENSG00000154640,not_assigned,protein_coding,BTG3,automatic,1.6960141766965204,0.8940198073682311,14.742742742742742,81
ENSG00000100749,not_assigned,protein_coding,VRK1,automatic,1.8987929147843914,0.8920443772509915,18.546546546546548,82
ENSG00000102977,S,protein_coding,ACD,automatic,1.8233557175455601,0.8916800266889747,16.136136136136134,83
ENSG00000077152,S,protein_coding,UBE2T,automatic,2.9062979747809945,0.8911394399707224,18.594594594594593,84
ENSG00000088325,G2/M,protein_coding,TPX2,automatic,4.219547466117414,0.8893062352214693,22.19019019019019,85
ENSG00000127483,not_assigned,protein_coding,HP1BP3,automatic,1.936508388298872,0.8883919812421673,21.997997997998,86
ENSG00000129810,not_assigned,protein_coding,SGO1,automatic,2.1041449671162282,0.8876163698863652,22.118118118118115,87
ENSG00000112983,not_assigned,protein_coding,BRD8,automatic,1.551642481159087,0.8869757756933868,21.541541541541537,88
ENSG00000167670,not_assigned,protein_coding,CHAF1A,automatic,3.4416753196952077,0.8845177898676647,13.509509509509508,89
ENSG00000167799,S,protein_coding,NUDT8,automatic,2.0569234806252905,0.8828735304596594,13.821821821821821,90
ENSG00000188690,S,protein_coding,UROS,automatic,1.3417765853688957,0.8826217632262362,14.390390390390388,91
ENSG00000213551,S,protein_coding,DNAJC9,automatic,2.6230238182410215,0.8820595142745516,15.735735735735735,92
ENSG00000163918,not_assigned,protein_coding,RFC4,automatic,2.4053097619161057,0.8739038579499773,14.790790790790789,93
ENSG00000134049,not_assigned,protein_coding,IER3IP1,automatic,1.377504919102769,0.8697306959360351,16.816816816816818,94
ENSG00000153048,S,protein_coding,CARHSP1,automatic,2.4567550213063014,0.8665576251336127,15.75175175175175,95
ENSG00000123975,not_assigned,protein_coding,CKS2,automatic,4.006530350767378,0.8656859014993833,22.174174174174173,96
ENSG00000100243,S,protein_coding,CYB5R3,automatic,1.2042273000253747,0.8652654103767755,13.893893893893894,97
ENSG00000164985,not_assigned,protein_coding,PSIP1,automatic,1.7914867325738786,0.8558826963131395,19.13113113113113,98
ENSG00000121957,G2/M,protein_coding,GPSM2,automatic,2.1315165915236562,0.8547356964258178,22.134134134134133,99
ENSG00000103202,not_assigned,protein_coding,NME4,automatic,1.6292660035719317,0.852042770695177,11.93993993993994,100
ENSG00000167513,not_assigned,protein_coding,CDT1,automatic,2.9713472189433516,0.8508708608303782,13.845845845845846,101
ENSG00000176890,S,protein_coding,TYMS,automatic,2.8139638389501695,0.8504395052678723,15.91991991991992,102
ENSG00000159593,not_assigned,protein_coding,NAE1,automatic,1.2500760130623974,0.8497933216676273,17.505505505505507,103
ENSG00000148773,not_assigned,protein_coding,MKI67,automatic,5.2090725256461194,0.8488141891133939,21.893893893893893,104
ENSG00000126749,not_assigned,protein_coding,EMG1,automatic,1.443803771058283,0.8472568133515673,16.48848848848849,105
ENSG00000117748,not_assigned,protein_coding,RPA2,automatic,1.6667097216449618,0.8405109278102403,14.054054054054054,106
ENSG00000164104,not_assigned,protein_coding,HMGB2,automatic,3.7140519228157456,0.8312372828229702,21.805805805805804,107
ENSG00000105355,not_assigned,protein_coding,PLIN3,automatic,1.330442734745649,0.8302005489875796,23.53553553553554,108
ENSG00000141030,not_assigned,protein_coding,COPS3,automatic,1.669656232176939,0.8298056716408991,19.163163163163166,109
ENSG00000115355,not_assigned,protein_coding,CCDC88A,automatic,1.5130045639665592,0.8265901017582062,22.334334334334333,110
ENSG00000125944,not_assigned,protein_coding,HNRNPR,automatic,1.3609474036101987,0.8264978723996778,20.036036036036037,111
ENSG00000108384,not_assigned,protein_coding,RAD51C,automatic,1.7255600081159699,0.8249964869974867,18.754754754754757,112
ENSG00000131351,S,protein_coding,HAUS8,automatic,1.3819210612062243,0.8225569179180728,13.157157157157156,113
ENSG00000081870,S,protein_coding,HSPB11,automatic,1.5378489950553689,0.8172127832378573,12.972972972972974,114
ENSG00000179958,S,protein_coding,DCTPP1,automatic,2.1297948999121443,0.8091917196970245,13.269269269269268,115
ENSG00000128951,S,protein_coding,DUT,automatic,2.9849239912346044,0.806758971759168,13.773773773773774,116
ENSG00000173207,not_assigned,protein_coding,CKS1B,automatic,3.407064553240851,0.8056243419244845,22.094094094094093,117
ENSG00000170638,not_assigned,protein_coding,TRABD,automatic,1.2518566376431057,0.8024760145454358,24.47247247247247,118
ENSG00000198826,not_assigned,protein_coding,ARHGAP11A,automatic,2.53403572791311,0.7976608213404831,22.31031031031031,119
ENSG00000119969,not_assigned,protein_coding,HELLS,automatic,3.571457595591814,0.790045130816619,12.892892892892894,120
ENSG00000087087,not_assigned,protein_coding,SRRT,automatic,1.3453448974600726,0.7883931911318172,19.33933933933934,121
ENSG00000119640,not_assigned,protein_coding,ACYP1,automatic,1.8924873317617343,0.7834410891961978,14.006006006006006,122
ENSG00000079616,not_assigned,protein_coding,KIF22,automatic,2.130206346686473,0.7761355036623986,21.94994994994995,123
ENSG00000113456,not_assigned,protein_coding,RAD1,automatic,1.941777042816188,0.7655629139127514,17.785785785785784,124
ENSG00000188486,not_assigned,protein_coding,H2AFX,automatic,2.751126589474651,0.7610699627230714,21.653653653653652,125
ENSG00000121644,not_assigned,protein_coding,DESI2,automatic,1.4514881175764518,0.7567754375879234,22.75875875875876,126
ENSG00000093009,S,protein_coding,CDC45,automatic,1.9366987416658203,0.7460662327841648,14.998998998999,127
ENSG00000013810,not_assigned,protein_coding,TACC3,automatic,2.57920597600418,0.7445443663364882,22.006006006006007,128
ENSG00000179409,not_assigned,protein_coding,GEMIN4,automatic,1.471148562375351,0.7317379508238885,13.517517517517518,129
ENSG00000105011,not_assigned,protein_coding,ASF1B,automatic,2.4573014397878006,0.7292969961443068,13.749749749749748,130
ENSG00000119185,S,protein_coding,ITGB1BP1,automatic,1.6823724853428395,0.7285272790035516,14.446446446446446,131
ENSG00000275700,not_assigned,protein_coding,AATF,automatic,1.3138476742723109,0.7267351277042332,21.621621621621625,132
ENSG00000169062,not_assigned,protein_coding,UPF3A,automatic,1.424022302607387,0.7239945250085658,21.133133133133132,133
ENSG00000123485,not_assigned,protein_coding,HJURP,automatic,2.631313755183521,0.7101639023763126,19.955955955955957,134
ENSG00000126261,not_assigned,protein_coding,UBA2,automatic,1.612538183340063,0.7047494444748846,18.394394394394396,135
ENSG00000144354,S,protein_coding,CDCA7,automatic,3.245811432199981,0.7014412434189913,14.862862862862862,136
ENSG00000113810,not_assigned,protein_coding,SMC4,automatic,3.728865275956523,0.7011651715644623,21.277277277277275,137
ENSG00000049541,S,protein_coding,RFC2,automatic,2.4038645787868727,0.7006150589612168,14.934934934934935,138
ENSG00000167900,not_assigned,protein_coding,TK1,automatic,3.2202588860382497,0.6796776498548961,13.3013013013013,139
ENSG00000101911,S,protein_coding,PRPS2,automatic,1.8487554172409257,0.6765974943010682,14.286286286286286,140
ENSG00000148362,not_assigned,protein_coding,PAXX,automatic,1.777006741314039,0.6711341123863227,13.413413413413414,141
ENSG00000197061,not_assigned,protein_coding,HIST1H4C,automatic,4.007899524590862,0.6695510567689261,13.845845845845846,142
ENSG00000198546,not_assigned,protein_coding,ZNF511,automatic,1.3210591829953031,0.6665709189396712,16.056056056056054,143
ENSG00000099385,S,protein_coding,BCL7C,automatic,1.3663114224522233,0.6558572568388514,12.636636636636636,144
ENSG00000132002,not_assigned,protein_coding,DNAJB1,automatic,1.9461096675605518,0.650302955210217,20.204204204204203,145
ENSG00000128989,not_assigned,protein_coding,ARPP19,automatic,1.2624825724753206,0.6392390909181818,17.105105105105107,146
ENSG00000172301,S,protein_coding,COPRS,automatic,1.6962549572901613,0.6391964327772411,13.445445445445445,147
ENSG00000182944,not_assigned,protein_coding,EWSR1,automatic,1.589358845623227,0.6336370159477478,20.876876876876878,148
ENSG00000110536,not_assigned,protein_coding,PTPMT1,automatic,1.338228574068599,0.6318473093843817,16.784784784784787,149
ENSG00000128708,not_assigned,protein_coding,HAT1,automatic,1.620132947195166,0.6316078212382499,16.64864864864865,150
ENSG00000103187,S,protein_coding,COTL1,automatic,1.4451161773878993,0.629229307614236,15.60760760760761,151
ENSG00000107372,not_assigned,protein_coding,ZFAND5,automatic,1.5307995829628578,0.6139403123633977,16.31231231231231,152
ENSG00000078618,not_assigned,protein_coding,NRDC,automatic,1.4119708895178844,0.6063757073195106,19.099099099099096,153
ENSG00000106268,not_assigned,protein_coding,NUDT1,automatic,1.9020161843390335,0.6056421743226298,17.68168168168168,154
ENSG00000113368,not_assigned,protein_coding,LMNB1,automatic,2.022114312497737,0.573155758773114,18.25025025025025,155
ENSG00000145354,not_assigned,protein_coding,CISD2,automatic,1.4417867750896403,0.5504361934932981,18.05005005005005,156
ENSG00000158864,not_assigned,protein_coding,NDUFS2,automatic,1.4667622554772848,0.5480156878041214,17.833833833833836,157
ENSG00000104980,not_assigned,protein_coding,TIMM44,automatic,1.5719397394447825,0.5296339561040129,16.992992992992992,158
ENSG00000123136,not_assigned,protein_coding,DDX39A,automatic,1.8369557453164151,0.5210273728107927,19.94794794794795,159
ENSG00000104738,not_assigned,protein_coding,MCM4,automatic,3.020881967563794,0.49033321884081693,13.309309309309308,160
ENSG00000135829,not_assigned,protein_coding,DHX9,automatic,1.2451133686187716,0.4885966502137984,14.182182182182183,161
ENSG00000099783,not_assigned,protein_coding,HNRNPM,automatic,1.435861014251518,0.4534977389693207,21.43743743743744,162
ENSG00000007520,not_assigned,protein_coding,TSR3,automatic,1.4457616284682873,0.4167588752352443,16.40840840840841,163
ENSG00000133275,not_assigned,protein_coding,CSNK1G2,automatic,1.3070930151854028,0.4074050457098794,11.667667667667667,164
ENSG00000093010,not_assigned,protein_coding,COMT,automatic,1.6723210670386413,0.3595143978351758,14.462462462462463,165
ENSG00000161179,not_assigned,protein_coding,YDJC,automatic,1.2454593456015794,0.350804282840975,13.469469469469468,166
ENSG00000160208,not_assigned,protein_coding,RRP1B,automatic,1.5223982212852507,0.33283837185524984,20.7007007007007,167
ENSG00000101057,not_assigned,protein_coding,MYBL2,automatic,3.3573509949551332,0.3155982955663864,11.435435435435435,168
ENSG00000147955,not_assigned,protein_coding,SIGMAR1,automatic,1.4642324797800856,0.3034392092442119,10.314314314314315,169
