,V1,V2,angles,r,assigned_phase,gene_biotype,peak_times,gene_symbols
ENSG00000102054,2.7004752969823396,-1.05754853274071,1.9440540316352675,2.9001682242093962,S,protein_coding,14.52865286528653,RBBP7
ENSG00000124380,2.83953827201877,0.544713861523041,1.3812669577541032,2.8913129870691416,S,protein_coding,15.035103510351036,SNRNP27
ENSG00000131475,2.8148193235875296,0.15017441769844198,1.5174955072863283,2.81882248113868,S,protein_coding,17.86978697869787,VPS25
ENSG00000106462,2.75155527389461,0.5559263389871539,1.371439262950905,2.8071534549569788,S,protein_coding,18.2010201020102,EZH2
ENSG00000117906,2.75627091094252,0.294743382938537,1.4642655996761886,2.771985388903405,S,protein_coding,20.183618361836185,RCN2
ENSG00000163923,2.7703081715901297,0.0298568681193359,1.560019290321938,2.770469057425645,S,protein_coding,15.54875487548755,RPL39L
ENSG00000153048,2.68394515633654,-0.68010530456211,1.8189701810794805,2.768773162885666,S,protein_coding,16.73687368736874,CARHSP1
ENSG00000104714,2.75649106049164,-0.0713813530846419,1.5966862724131126,2.7574151417837904,S,protein_coding,15.090309030903091,ERICH1
ENSG00000115091,2.63764086859283,0.8007057158383081,1.2760685441704316,2.756497595690458,S,protein_coding,15.332733273327333,ACTR3
ENSG00000131828,2.6627832187425695,0.692732554545872,1.3162844297040026,2.751416519203279,S,protein_coding,15.961596159615963,PDHA1
ENSG00000128245,1.6417252326552998,-2.16692032165177,2.4932257948092884,2.7186035790317993,G1/S,protein_coding,11.696369636963697,YWHAH
ENSG00000168118,2.6895516058765696,-0.3912433970844871,1.7152509731838612,2.7178593113764085,S,protein_coding,16.302430243024304,RAB4A
ENSG00000126787,-1.02819970093013,2.49919593317331,5.892879702530819,2.7024387018733322,M/G1,protein_coding,23.58715871587159,DLGAP5
ENSG00000156802,2.61018311225563,-0.676354623347453,1.8243413572589338,2.6963885951449877,S,protein_coding,14.579057905790581,ATAD2
ENSG00000183617,1.55294761421448,2.2025622202726,0.6141166291043025,2.694981748855938,G2/M,protein_coding,19.962796279627966,MRPL54
ENSG00000112208,2.66895768399915,-0.366798467685401,1.7073721161995303,2.6940445866530243,S,protein_coding,16.6000600060006,BAG2
ENSG00000205981,2.3705776513237997,-1.2730111942524298,2.063607577144283,2.690761212305518,S,protein_coding,13.134113411341135,DNAJC19
ENSG00000198431,2.6741055279361,-0.0324658321519226,1.582936549686158,2.6743026015759184,S,protein_coding,16.92169216921692,TXNRD1
ENSG00000022277,2.4595019912269103,-1.00507289977824,1.958736385503951,2.656938384441344,S,protein_coding,13.513351335133514,RTF2
ENSG00000120437,2.6132883588117,0.470744375276616,1.3925727481748305,2.6553486236566606,S,protein_coding,14.221422142214223,ACAT2
ENSG00000092203,2.61740535567229,-0.40978346763518697,1.7260965931686552,2.64928920396568,S,protein_coding,17.051305130513054,TOX4
ENSG00000163535,1.00738082285304,2.43623836267155,0.3920885534600567,2.636299201912526,G2/M,protein_coding,22.18781878187819,SGO2
ENSG00000160446,2.23404154084934,1.39337582159876,1.0131310638374265,2.6329522947551696,G2,protein_coding,20.963696369636967,ZDHHC12
ENSG00000182481,0.7101153460915128,2.5312465525829198,0.2735091689448596,2.628968032273802,G2/M,protein_coding,22.082208220822086,KPNA2
ENSG00000005448,1.8598657329950499,1.8243332002462598,0.7950424393267517,2.6052432075124914,G2,protein_coding,17.76657665766577,WDR54
ENSG00000076248,1.1109404025476999,-2.3558304434950803,2.7009461069902176,2.6046354171958637,G1/S,protein_coding,13.957395739573958,UNG
ENSG00000094916,2.59879646486513,-0.132225606648467,1.6216320450100161,2.6021580806801596,S,protein_coding,17.833783378337834,CBX5
ENSG00000008952,2.45583935621642,0.8589042667734091,1.2343535110845423,2.6017039576060625,G2,protein_coding,19.924392439243928,SEC62
ENSG00000125482,2.58966933694421,0.17320511151488402,1.5040126911132186,2.595455121046008,S,protein_coding,17.71857185718572,TTF1
ENSG00000100749,1.4376190977325,2.1526883092641897,0.5888041068276442,2.5885933684161215,G2/M,protein_coding,21.0981098109811,VRK1
ENSG00000164985,2.29244081984502,1.1822917210243,1.0946401880353431,2.579360119505283,G2,protein_coding,20.997299729972998,PSIP1
ENSG00000167113,2.09341985883329,-1.4911933067895702,2.1897456656385725,2.5702264848786394,G1/S,protein_coding,13.431743174317432,COQ4
ENSG00000103495,2.39292863245225,-0.840885180787233,1.908721559103874,2.5363744453998454,S,protein_coding,16.129612961296132,MAZ
ENSG00000106305,2.39542936727294,0.8218136287702471,1.2403034090081368,2.532480897070333,S,protein_coding,18.073807380738074,AIMP2
ENSG00000126653,2.2513384581476097,1.15957200541327,1.0951742686372137,2.532416255056149,G2,protein_coding,20.6996699669967,NSRP1
ENSG00000125351,2.52773277292938,0.0432815511492183,1.5536753231399663,2.5281032937779924,S,protein_coding,18.01860186018602,UPF3B
ENSG00000083457,2.44248488900972,-0.632092547164879,1.8240313909058472,2.5229493497139828,S,protein_coding,12.310831083108312,ITGAE
ENSG00000101057,2.4160850583944,-0.726419116302407,1.862858129647715,2.5229252351043305,S,protein_coding,13.321332133213323,MYBL2
ENSG00000204590,2.1903088869247203,-1.2393582483382701,2.0857172557513945,2.516637019489603,S,protein_coding,14.343834383438345,GNL1
ENSG00000123737,2.5160258537875397,-0.00078576583631907,1.5711086311416862,2.516025976486584,S,protein_coding,16.21842184218422,EXOSC9
ENSG00000123685,2.28848055250031,-1.0250991612665001,1.9919348098711314,2.5075828061305185,S,protein_coding,15.587158715871588,BATF3
ENSG00000108384,2.0404688456016897,1.4567988647198702,0.9507671827244683,2.5071449982241147,G2,protein_coding,20.382838283828384,RAD51C
ENSG00000168393,2.30198850546837,0.943176189727315,1.1819367941451648,2.487716302992975,G2,protein_coding,20.253225322532256,DTYMK
ENSG00000100410,2.3311420976916803,-0.866531956097596,1.9266882147719249,2.4869863511022117,S,protein_coding,15.25832583258326,PHF5A
ENSG00000133872,-0.0212608677466495,2.46856440207452,6.274572875574209,2.468655956525103,G2/M,protein_coding,22.543054305430545,SARAF
ENSG00000230202,2.39279979376028,0.5788727880289829,1.333434077328415,2.461825452329975,S,processed_pseudogene,19.14911491149115,AL450405.1
ENSG00000126453,1.34003115384637,2.06390384910027,0.5758619712240204,2.4607686993315205,G2/M,protein_coding,21.28772877287729,BCL2L12
ENSG00000154473,1.8330271705578998,1.6416273331744298,0.8404271166590915,2.460676514503459,G2,protein_coding,20.92049204920492,BUB3
ENSG00000166848,2.28640898070239,0.901682897676229,1.1951559086000545,2.4577831627298496,G2,protein_coding,14.975097509750976,TERF2IP
ENSG00000144354,2.44363049833598,0.240562185981557,1.4726679268893899,2.4554429697555538,S,protein_coding,16.866486648664868,CDCA7
ENSG00000168438,1.86264786665858,1.59392238016683,0.8629854903875215,2.4515394406707904,G2,protein_coding,21.28772877287729,CDC40
ENSG00000105011,1.62302123391817,-1.8332029184929401,2.4169322066715613,2.448434370392699,G1/S,protein_coding,15.07830783078308,ASF1B
ENSG00000137804,0.8713276201906099,2.28492599449154,0.3643150930039021,2.445424016813891,G2/M,protein_coding,21.854185418541856,NUSAP1
ENSG00000101856,2.0869635560420097,-1.2709136788039699,2.117790734192955,2.443488993881198,G1/S,protein_coding,14.226222622262227,PGRMC1
ENSG00000174780,2.4408080198682796,0.0780708821806085,1.5388215571521615,2.442056275456766,S,protein_coding,15.275127512751276,SRP72
ENSG00000066583,2.3170009615621296,-0.7549970450001819,1.885797719845734,2.4369066444652407,S,protein_coding,15.752775277527753,ISOC1
ENSG00000167985,2.43033553064068,0.082329073219306,1.5369336763774875,2.4317296041689476,S,protein_coding,16.576057605760578,SDHAF2
ENSG00000166228,2.39783456258701,-0.30820911737653994,1.69863182519485,2.417561467588955,S,protein_coding,14.130213021302131,PCBD1
ENSG00000276043,1.8702948208635801,-1.53125471659736,2.256850350731326,2.4171768086035397,G1/S,protein_coding,14.951095109510952,UHRF1
ENSG00000132932,2.061658583177,-1.2426664217206698,2.1132360415302385,2.407209161925787,G1/S,protein_coding,15.884788478847886,ATP8A2
ENSG00000127838,2.1427093333677,-1.09017840774403,2.0414472260553103,2.4040990512065767,S,protein_coding,14.154215421542155,PNKD
ENSG00000119333,2.36836435486038,0.383677477828618,1.4101905883559018,2.399241155942052,S,protein_coding,19.42754275427543,WDR34
ENSG00000009954,2.3917853923239396,0.12603077987795402,1.518151833798689,2.3951035719590137,S,protein_coding,13.976597659765977,BAZ1B
ENSG00000172301,2.3864201146787303,-0.0493959629158497,1.5914921422707409,2.3869312777907177,S,protein_coding,16.009600960096012,COPRS
ENSG00000143553,2.0627804190873302,1.15923644288932,1.0588037732842674,2.3661978336336937,G2,protein_coding,16.266426642664268,SNAPIN
ENSG00000065057,2.35094596141571,-0.239706582446612,1.6724069339927226,2.363134816121389,S,protein_coding,15.84878487848785,NTHL1
ENSG00000154781,2.07676022861472,-1.1177093524063701,2.0645338001937015,2.358433217967499,S,protein_coding,14.823882388238825,CCDC174
ENSG00000166803,1.83364477483597,-1.46516849027601,2.244955945818609,2.3471199085647365,G1/S,protein_coding,12.171617161716172,PCLAF
ENSG00000129351,1.85176273834618,-1.43981273692565,2.2316890150620754,2.3456525651811,G1/S,protein_coding,13.470147014701471,ILF3
ENSG00000103121,2.1138915023325904,1.0127717629539799,1.1240056369541676,2.3439803598731044,G2,protein_coding,16.20642064206421,CMC2
ENSG00000214941,0.18257830722745602,2.33191284399589,0.07813610796956749,2.339049454428667,G2/M,protein_coding,22.293429342934296,ZSWIM7
ENSG00000173692,1.48007892416204,1.81003691052472,0.6854447167215448,2.3381332808910904,G2/M,protein_coding,21.340534053405342,PSMD1
ENSG00000124383,1.0291064890485,2.0967601375580003,0.4562669438189059,2.335693310401427,G2/M,protein_coding,21.724572457245728,MPHOSPH10
ENSG00000141858,2.31676432144176,-0.28543109120251303,1.6933810577222883,2.334281008989825,S,protein_coding,16.091209120912094,SAMD1
ENSG00000121579,2.30243652869256,-0.37140970215261,1.7307301801151453,2.3322004921341852,S,protein_coding,19.16831683168317,NAA50
ENSG00000165434,2.25710445479301,0.57946370491003,1.31949477603511,2.330300131990407,S,protein_coding,16.261626162616263,PGM2L1
ENSG00000213551,2.23165237948458,-0.633504986546359,1.847392477804849,2.319827776115781,S,protein_coding,15.642364236423644,DNAJC9
ENSG00000064490,1.6739254482744699,1.60492573491794,0.8064389264051305,2.3190112162261687,G2,protein_coding,21.986198619861987,RFXANK
ENSG00000143771,0.684271606173172,2.21330352796649,0.29984189253772964,2.3166657372015766,G2/M,protein_coding,22.341434143414343,CNIH4
ENSG00000169738,2.3140269186216402,-0.0444006680677361,1.5899815920974045,2.314452850984531,S,protein_coding,16.998499849985,DCXR
ENSG00000124214,1.9627557709083998,-1.22016848044671,2.12699087316791,2.311108248635243,G1/S,protein_coding,16.144014401440145,STAU1
ENSG00000136986,2.07867072857207,0.9887347673538041,1.1268118837288459,2.301840228598962,G2,protein_coding,20.25802580258026,DERL1
ENSG00000152944,1.9124399035585702,1.28059403309743,0.9807569391342553,2.3015967201766374,G2,protein_coding,19.453945394539456,MED21
ENSG00000105323,2.18037103699478,0.719236707942577,1.252166949772145,2.295935386943145,S,protein_coding,20.375637563756378,HNRNPUL1
ENSG00000105202,1.31845880800692,-1.8708537690221203,2.527694944810139,2.288761117608236,G1/S,protein_coding,14.413441344134414,FBL
ENSG00000147155,2.26371729826123,-0.323118872288356,1.7125767894072264,2.2866617178927062,S,protein_coding,12.72847284728473,EBP
ENSG00000167965,2.27221843939569,0.125792601657817,1.5154916416352413,2.275697786385887,S,protein_coding,14.639063906390641,MLST8
ENSG00000080986,0.889312109461623,2.09416208398151,0.4015847485810521,2.275168315096899,G2/M,protein_coding,21.774977497749777,NDC80
ENSG00000142945,0.284929567427182,2.25270998742826,0.1258149335403291,2.2706578663139174,G2/M,protein_coding,21.933393339333936,KIF2C
ENSG00000204438,2.00873842499234,-1.0417232771473102,2.0492096493276035,2.262789748560665,S,protein_coding,14.401440144014403,GPANK1
ENSG00000167553,1.08106012956509,1.9849156276799598,0.4987170583304424,2.2602170366456886,G2/M,protein_coding,22.214221422142217,TUBA1C
ENSG00000101558,2.18350880503412,0.5734016505754621,1.313989201754975,2.257542946334398,S,protein_coding,21.530153015301533,VAPA
ENSG00000163655,2.1988262484051697,0.509029719636748,1.3433031467647456,2.2569776530016905,S,protein_coding,15.133513351335134,GMPS
ENSG00000173486,1.93790466870059,1.15378976656899,1.0337807779955068,2.2553725480307834,G2,protein_coding,19.88598859885989,FKBP2
ENSG00000132432,2.1914633492568503,-0.52290184164713,1.8050252033583223,2.2529842314437114,S,protein_coding,13.07890789078908,SEC61G
ENSG00000163964,2.24733967228858,-0.0817380571848659,1.6071513310374197,2.2488256296641804,S,protein_coding,16.04800480048005,PIGX
ENSG00000077152,2.2463532770952597,0.0414500131587066,1.5523462859111448,2.246735665161229,S,protein_coding,20.306030603060307,UBE2T
ENSG00000184007,2.09268875418447,0.8131219092521371,1.2001962473761405,2.2451087860493506,G2,protein_coding,16.59045904590459,PTP4A2
ENSG00000204899,0.53497499547757,2.18041689342407,0.2406016276667876,2.2450870974007437,G2/M,protein_coding,22.120612061206124,MZT1
ENSG00000125901,2.15880701908343,-0.613897016685518,1.8478514567997322,2.244396866140047,S,protein_coding,14.876687668766877,MRPS26
ENSG00000171848,2.22083875897225,0.318674950351291,1.4282761284812808,2.2435860842265005,S,protein_coding,15.056705670567057,RRM2
ENSG00000163956,2.10648077764748,0.7568305332653951,1.2258723496304227,2.238314929289691,G2,protein_coding,17.502550255025504,LRPAP1
ENSG00000103202,1.29091897987372,-1.82236724987165,2.525268124812478,2.233269846212716,G1/S,protein_coding,13.191719171917192,NME4
ENSG00000132002,1.09930709515257,1.9438491286022201,0.5146890186521306,2.23316491200726,G2/M,protein_coding,21.472547254725473,DNAJB1
ENSG00000105993,1.84393367330248,1.2591565173754198,0.9716636318050905,2.2328382222605767,G2,protein_coding,19.477947794779478,DNAJB6
ENSG00000120727,2.20841213493652,-0.289102088096199,1.7009655935887835,2.2272548518471034,S,protein_coding,16.78967896789679,PAIP2
ENSG00000214026,1.40184059910354,1.72775618376298,0.6816324007786562,2.224926627065753,G2/M,protein_coding,19.06750675067507,MRPL23
ENSG00000070814,1.89013389586912,-1.17127291382133,2.125558863666336,2.2236201076094106,G1/S,protein_coding,13.885388538853887,TCOF1
ENSG00000113810,2.09079640911613,0.7559145377213392,1.2238747157408516,2.223249066729,G2,protein_coding,20.891689168916894,SMC4
ENSG00000181610,2.13182681181674,-0.622074136524978,1.8547163690015722,2.220734515180512,S,protein_coding,14.252625262526253,MRPS23
ENSG00000100297,1.43775832165302,-1.6855798267292699,2.435373683712084,2.2154747445545806,G1/S,protein_coding,14.387038703870388,MCM5
ENSG00000261377,2.15706914508221,-0.502338847483361,1.799598547966949,2.2147892934445497,S,transcribed_unprocessed_pseudogene,15.092709270927093,PDCD6IPP2
ENSG00000131495,2.09898673669906,0.7039637783775401,1.247202503732612,2.2138903139284367,S,protein_coding,20.471647164716472,NDUFA2
ENSG00000143198,1.68471935367513,1.4354766054772699,0.8651093871814352,2.213339645314314,G2,protein_coding,19.931593159315934,MGST3
ENSG00000100526,0.414104237293647,2.16826457640011,0.18871166612108325,2.2074540975105466,G2/M,protein_coding,21.782178217821784,CDKN3
ENSG00000179958,2.13240837830297,-0.561736744366461,1.8283729302159812,2.2051561536154605,S,protein_coding,15.656765676567659,DCTPP1
ENSG00000143321,-2.08091775486528,0.712503951906857,5.042276236291209,2.1995182618010802,M/G1,protein_coding,2.481848184818482,HDGF
ENSG00000126261,2.14322166409609,-0.48983408776727794,1.795487474783014,2.1984850545295083,S,protein_coding,17.164116411641164,UBA2
ENSG00000129460,2.11321233135082,0.597604436456901,1.2951983394124358,2.1960868425101356,S,protein_coding,16.511251125112512,NGDN
ENSG00000131876,2.06661989795777,-0.7266996801206009,1.9089286062260884,2.190664334790332,S,protein_coding,16.969696969696972,SNRPA1
ENSG00000107949,1.7732868772784298,-1.2839376147598898,2.1974775655802214,2.18930174889694,G1/S,protein_coding,13.261326132613263,BCCIP
ENSG00000128581,2.11611174586491,-0.5409176497681779,1.821056109898744,2.184152198180833,S,protein_coding,15.04950495049505,IFT22
ENSG00000127564,2.10758386194769,-0.557355782879455,1.8293303962809189,2.1800355969230205,S,protein_coding,15.531953195319533,PKMYT1
ENSG00000167799,2.07137174455305,-0.668400112305337,1.8829327553195252,2.176543042134139,S,protein_coding,15.119111911191121,NUDT8
ENSG00000078808,-0.8192544808529679,2.0162142557874096,5.897231357728185,2.1763037080421572,M/G1,protein_coding,22.60786078607861,SDF4
ENSG00000041357,2.10933102187352,-0.504063553227445,1.8053657054845074,2.1687225330895297,S,protein_coding,18.81788178817882,PSMA4
ENSG00000130638,2.0668459251791798,0.645434452432963,1.268111983135787,2.16528005366909,S,protein_coding,19.01710171017102,ATXN10
ENSG00000183207,2.13417408570376,-0.363588732341916,1.7395412851063674,2.1649239696523943,S,protein_coding,14.622262226222624,RUVBL2
ENSG00000149554,2.15317541463217,-0.193699415782539,1.6605147095900379,2.1618704470552608,S,protein_coding,16.883288328832883,CHEK1
ENSG00000129292,1.5955338870428202,1.45713842108838,0.8307029823373757,2.1607824422911963,G2,protein_coding,20.889288928892892,PHF20L1
ENSG00000205464,1.97907269298074,-0.863761337122506,1.982323020599086,2.1593546192345756,S,protein_coding,14.53825382538254,ATP6AP1L
ENSG00000153406,1.70716403238597,-1.32133089984774,2.229476185742792,2.1587784463359743,G1/S,protein_coding,15.320732073207322,NMRAL1
ENSG00000213024,1.9610603870869399,-0.891665179747515,1.9975396494613282,2.1542573278454333,S,protein_coding,13.846984698469848,NUP62
ENSG00000166002,2.13850105308682,-0.22830010085271102,1.6771505724829394,2.1506528520667385,S,protein_coding,14.576657665766577,SMCO4
ENSG00000110717,2.1444717794534,0.14473405017750302,1.503406823495474,2.1493504037622193,S,protein_coding,14.631863186318633,NDUFS8
ENSG00000163344,2.14054936290216,-0.19062407975159001,1.6596158361454953,2.1490205012521364,S,protein_coding,19.569156915691572,PMVK
ENSG00000123200,1.7063147079409502,-1.3055637460964098,2.2239146535760916,2.1484893710830644,G1/S,protein_coding,11.377137713771377,ZC3H13
ENSG00000110711,1.86459478748743,1.06545073859566,1.051663148912812,2.147533235575024,G2,protein_coding,21.13891389138914,AIP
ENSG00000204356,2.05610837939637,0.6080025759435601,1.2832840737411766,2.1441195862586517,S,protein_coding,20.764476447644768,NELFE
ENSG00000140612,1.27765783427015,1.72066283347729,0.6387084092625454,2.1431495813363064,G2/M,protein_coding,19.554755475547555,SEC11A
ENSG00000127483,-0.47827246011146,2.08854740408326,6.05806911137075,2.1426093449819525,M/G1,protein_coding,23.00870087008701,HP1BP3
ENSG00000101444,2.09518456054787,0.444306362322358,1.361831264898081,2.1417764790841964,S,protein_coding,16.77767776777678,AHCY
ENSG00000119640,1.1843905732473001,-1.7839646813891297,2.5555014923317945,2.1413339334258183,G1/S,protein_coding,14.670267026702671,ACYP1
ENSG00000197170,2.09858587648549,0.42070950839284005,1.3729461371751923,2.1403409007530825,S,protein_coding,15.683168316831685,PSMD12
ENSG00000105677,2.09296215434199,0.44484515111734896,1.3613694738817612,2.1397144173885634,S,protein_coding,16.024002400240025,TMEM147
ENSG00000119487,0.49965778425015794,2.07876152876709,0.2358883765417427,2.137968052811797,G2/M,protein_coding,22.473447344734474,MAPKAP1
ENSG00000143793,1.56511898144856,-1.4441081932558701,2.316002901011553,2.129564720763215,G1/S,protein_coding,13.342934293429344,C1orf35
ENSG00000072849,2.0035824306766497,0.7193644050196071,1.2260916739195065,2.1288089871393736,G2,protein_coding,15.512751275127513,DERL2
ENSG00000136732,2.11249425416744,-0.24315021403055803,1.685393040146833,2.1264416287482604,S,protein_coding,14.576657665766577,GYPC
ENSG00000138398,2.11135182662082,-0.230372243983493,1.6794776475461022,2.123882743131801,S,protein_coding,17.171317131713174,PPIG
ENSG00000182979,1.7817678783757702,-1.1544884027766698,2.14572587294858,2.1230968523733247,G1/S,protein_coding,14.660666066606662,MTA1
ENSG00000123609,1.7742591801086203,1.1615364288053702,0.9911521898866565,2.1206514361491955,G2,protein_coding,19.97959795979598,NMI
ENSG00000262814,2.10166334332999,-0.22440462995887303,1.6771680802989215,2.113609766878449,S,protein_coding,15.560756075607562,MRPL12
ENSG00000166823,0.8552834597683442,-1.9309012169702802,2.7246209520074,2.111845000526937,G1/S,protein_coding,13.124512451245126,MESP1
ENSG00000131462,2.07804465218531,0.374285646050229,1.3925926367802137,2.1114827305273427,S,protein_coding,20.322832283228326,TUBG1
ENSG00000111364,2.03463081981622,-0.5564517884198721,1.8377584383686665,2.109350887306732,S,protein_coding,15.805580558055807,DDX55
ENSG00000131116,2.08769903785257,0.28614588632357396,1.434582272156498,2.1072177725404773,S,protein_coding,15.090309030903091,ZNF428
ENSG00000102309,1.69109014311611,1.25345840092244,0.9329425040785879,2.1049807208113585,G2,protein_coding,20.291629162916294,PIN4
ENSG00000138778,-0.46294513815287797,2.04955234331271,6.061037021685509,2.1011860957368835,M/G1,protein_coding,22.432643264326433,CENPE
ENSG00000257815,-0.36732530762809,-2.06846606471529,3.317343883351401,2.100828346748689,G1,antisense,9.005700570057007,LINC01481
ENSG00000123562,0.135598469919773,2.0961906164555297,0.06459803946749805,2.100571837752948,G2/M,protein_coding,21.25892589258926,MORF4L2
ENSG00000121211,1.8647683143901501,0.962718920266722,1.0942197234143451,2.0986158738065916,G2,protein_coding,16.621662166216623,MND1
ENSG00000113649,2.08722667989241,-0.18956269658879102,1.661368218295298,2.0958170791347004,S,protein_coding,15.155115511551156,TCERG1
ENSG00000012660,2.0516232819928404,0.4174288389535,1.370073463199594,2.093658264093054,S,protein_coding,19.72517251725173,ELOVL5
ENSG00000125991,1.50455338147259,1.45557542653891,0.8019425401251545,2.0934136476206833,G2,protein_coding,20.74767476747675,ERGIC3
